ID Number,Project Name,Year Reported,"Brief Habitat Description (sources of impacts, significant features, site uses, etc.)",Project Description,GPRA Habitat Type (more complex),Habitat Type (basic ESA categories)(existing databases),HMPU Habitat Type for Restoration,Restoration Technique (GPRA dropdown menu),GPRA Activity (slightly more complex),Basic Activity (Enhance/Rest),"Previously Reported (same location, different technique) (Yes/No dropdown menu)?",Acres,Linear Miles,Linear Feet,"Latitude (decimal degrees, minimum 3 decimals)","Longitude (decimal degrees, minimum 3 decimals)","Lead Partner/Implementor (please spell out everything, no acronyms)","Other Partners (please spell out everything, no acronyms)",Site Ownership,Total Project Cost (best guess),Donated Land at no cost (Yes/No dropdown menu),Primary Funding Source,Project Benefits (dropdown menu),Photo 1 (Before) Credit,Photo 1 (Before) Caption,Photo 2 (During) Credit,Photo 2 (During) Caption,Photo 3 (After) Credit,Photo 3 (After) Caption,Project Completion Date (month/year) (start date prior to 2020),TBEP Notes,Oyster?
E-397,Impact Academy Butterfly Restoration,2021,"Wooded, urban school campus",12 volunteers planted native species to increase habitat and faunal diversity on school campus. Project will be used as an education experience for students,Field/Meadow,Uplands,Uplands (Non-coastal),Planting,Enhancement,Enhancement,,,0.007575758,40,27.89932,-82.51546,Impact Academy,Tampa Bay Estuary Program,Impact Academy,500,No,Bay Mini-Grant,Protect/improve/provide habitat for other wildlife,,,,,,2021-Dec-,,,
E-398,Invasive Removal at Manatee Viewing Center,2021,"Several habitats (mangroves, saltern, coastal uplands) as well as a wide variety of animal life are preserved within conservation areas. At the end of a walkway at the center, you can view manatees in Big Bend Power Station's discharge canal.","Volunteers removed 200 pounds of invasive plants (e.g., Brazilian pepper) and 9 bags of trash from the park.",Mangrove,Mix (estuarine and upland),Mangrove Forests,Invasives Control/Removal - Vegetation,Maintenance,Enhancement,Yes,20,,,27.793,-82.401,Keep Tampa Bay Beautiful,TECO,Hillsborugh County,200,,Keep Tampa Bay Beautiful,Protect/improve/provide habitat for fish/shellfish,,,,,,,4/22/2021,,
E-399,Lake Francis Nature Preserve,2021,"Forest/Woodland: An area of land covered by trees and understory vegetation, sometimes mixed with pasture; forests are described in terms of crown cover, such as closed forest, open forest, woodland and open woodland, and in terms of height of the tallest",Improve pine flatwoods habitat and reduce fuels to facilitate prescribed burning in urbanized area ,Forest/Woodland,Uplands,Uplands (Non-coastal),Other,Enhancement,Enhancement,No,1,,,28.15265,-82.60406,Hillsborough County,,Hillsborough County,4825,No,BOCC,Protect/improve/provide habitat for other wildlife,,,,,,,21-Apr,,
E-400,Lake Seminole Park Exotic Vegetation Maintenance,2021,"Mesic flatwoods, scrubby flatwoods, freshwater lake, Public recreation","Herbicide treatment (glyphosate and triclopyr), re-treating areas currently in maintenance, rosary pea, air potato, Brazilian pepper, Australian almund tree, punk tree, cogon grass, Guinea grass, lead tree, castor bean, java plum, carrotwood, lantana, simpleleaf chastetree, scaevola+ - all hardwoods basil treated or near water cut and stump treated with triclopyr, all others were foliar treated with glyphosate",Other,Mix (freshwater and upland),Uplands (Non-coastal),Invasives Control/Removal - Vegetation,Maintenance,Enhancement,No,100,,,27.841,-82.774,Pinellas County Parks and Conservation Resources,None,Pinellas County,,No,Pinellas County Operating,Protect/improve/provide habitat for other wildlife,,,,,,,,,
E-401,Little Manatee River Nature Preserve,2021,"Riverine Ecosystem along with pine flatwoods, forested wetlands and former agricultural and cattle fields",Herbicide application for exotic/invasive plant species removal and control.,Forest/Woodland,Mix (freshwater and upland),Uplands (Non-coastal),Invasives Control/Removal - Vegetation,Enhancement,Enhancement,No,197,,,27.69259,-82.27957,Hillsborough County,,SWFWMD / Hillsborough County,67768,No,BOCC,Protect/improve/provide habitat for other wildlife,,,,,,,2021-Aug-,,
E-402,Little Manatee River State Park Longleaf Ecosystem Enhancement,2021,"Enhance mesic & scrubby flatwoods ecosystems; 60,000 longleaf seedlings planted on 198 acres","Minimal effort, trees purchased & planted.",Forest/Woodland,Uplands,Uplands (Non-coastal),Planting,Enhancement,Enhancement,,198,,,27.676,-82.3692,FL Park Service w Longleaf Alliance funds through National Fish & Wildlife Foundation,,FL Trustees/DEP,62144,,Longleaf Alliance/Nat'l Fish & Wildlife Foundation,Protect/improve/provide habitat for other wildlife,,,,,,,,,
E-403,Lower Hillsborough FY21 Habitat Maintenance,2021,Property encompasses 13 miles of the Hillsborough River. Land cover consists of riverine forest and pine flatwoods. ,"Control of invasive plants including Cogon Grass and Old World climbing fern, prescribed burning, and hog control were conducted on the property to improve the habitat. Exotic plant control was conducted using one or more of the following as appropriate for existing conditions: Glyphosate (Roundup Custom, Roundup Pro Max, Alligare Glyphosate 5.4), Imazapyr (Ecomazapyr 2SL), Aminocylopyrachlor (Method 240SL), Triclopyr Ester (Element 4), Aminopyralid (Milestone)",Forest/Woodland,Uplands,Uplands (Non-coastal),Invasives Control/Removal - Vegetation,Rehabilitation,Enhancement,Yes,2661,,,28.114,-82.301,Southwest Florida Water Management District,,Southwest Florida Water Management District,94925,No,Internal,Protect or preserve open space,,,,,,,7/26/2021,,
E-404,MacDill AFB Aquatic Invasive Species Treatment,2021,"Human altered Surface Water Improvement and Management lake, ponds, and canals.","Chemical treatment, including Garlon 3a and Garlon 4 (triclopyr), Rodeo (glyphosate), and Polaris (Imazapyr) as appropriate for aquatic invasive plant species to allow proper hydrologic flow throughout a Surface Water Improvement and Management area.",Lake/Pond,Freshwater,Non-forested Freshwater Wetlands,Invasives Control/Removal - Vegetation,Maintenance,Enhancement,No,20,,,27.83182,-82.48384,United States Air Force,United State Fish & Wildlife Service,United States Air Force,39000,No,United States Air Force,Improve or protect water quality,,,,,,,21-Sep,,
E-405,MacDill AFB Invasive Species Treatment,2021,"Previously disturbed areas, much of which was planted with slash pine for noise abatement but has been inundated with invasive plants, primarily Brazilian pepper.","Vertical height reduction of Brazilian pepper in multiple locations throughout MacDill AFB. This will allow for a more targeted approach to maintenance of Brazilian pepper regrowth. Herbicide treatment, including Garlon 3a and Garlon 4 (triclopyr), Rodeo (glyphosate), and Polaris (Imazapyr) of invasive trees (Brazilian pepper, lead tree, melaleuca, and chinese tallow) and cogon grass to kill vegetation in place.",Forest/Woodland,Uplands,Coastal Uplands,Invasives Control/Removal - Vegetation,Rehabilitation,Enhancement,Yes,1545,,,27.828,-82.484,United States Air Force,Vista Science Corporation Inc.  (Contractor),United States Air Force,341000,No,United States Air Force,Protect/improve/provide habitat for other wildlife,,,Brendan Myers: IMG_2414(1),Groundcover species sprout after brazilian pepper mechanical treatment.,Brendan Myers: IMG_2005(1),Climbing fern and brazilian pepper after treatment.,21-Sep,,
E-406,MacDill AFB Native Planting Arbor Day,2021,Previously disturbed area with gopher tortoise habitat.,The planting of 150 native pine trees (longleaf) for Arbor Day 2021.  In an area of moderate to poor quality gopher tortoise habitat near the Crash Fire Station.  These plantings will help stimulate native plant growth and provide additional wildlife habitat.,Forest/Woodland,Uplands,Coastal Uplands,Planting,Rehabilitation,Enhancement,No,2,,,27.84298,-82.50617,United States Air Force,Vista Science Corporation Inc.  (Contractor),United States Air Force,500,No,United States Air Force,Protect/improve/provide habitat for other wildlife,,,Jason Kirkpatrick (picture: vol planting),Base volunteer plants a longleaf pine tree for Arbor Day; planted trees can be seen in the background.,,,21-Jan,,
E-407,MacDill AFB Prescribed Burn,2021,Previously highly disturbed area that now supports a small sub-population of gopher torotoise.,Prescribed burn utlilizing mostly backing and flanking fire.  Stimulate the growth of herbaceous gound cover for wildlife habitat improvements.  Start of continued prescribed fire implementation on a 3-5 year rotation.   Burned FAMCamp woods (60 acres) and wood near LF-9 (17 acres),Forest/Woodland,Uplands,Coastal Uplands,Prescribed Burn,Enhancement,Enhancement,No,77,,,27.828941 and 27.837480,-82.484137 and -82.503470,United States Air Force,United State Fish & Wildlife Service,United States Air Force,7000,No,United States Air Force,Protect/improve/provide habitat for other wildlife,,,Brendan Myers (pictures: VIQZ7248(1) and IMG_2086(1)),Photo 7248: Cabbage palm on fire. Photo 2086: Fuels burn near fenceline.,,,Annual maintenance work,,
E-408,Palma Sola Botanical Park,2021,Shoreline restoration along three freshwater lakes which flow directly into the Manatee River,"90 volunteers planted native freshwater marsh species, including blue flag iris, pickerel weed, yellow canna lily, arrowhead, and others, along the lake shore. Over 220 plants were installed.",Freshwater Marsh,Freshwater,Non-forested Freshwater Wetlands,Planting,Enhancement,Enhancement,No,,0.142045455,750,27.51351,-82.65977,Palma Sola Botanical Garden,Tampa Bay Estuary Program,Palma Sola Botanical Park,1500,No,Bay Mini-Grant,Improve or protect water quality,,,,,,2021-Dec-,,,
E-409,Rays Give-A-Day for the Bay,2021,"Recently restored mangrove wetland, adjacent coastal hammock, salt flat, and oyster reef","In an effort to give back to the community, the Tampa Bay Rays employees participated in a coastal planting event at the St. Petersburg College STEM Center. They planted 120 cordgrass (spartina alterniflora) and seagrape (cocolobum) around the peninsula. Additionally, they removed over 700 pounds of marine debris washed along the shoreline. One of the items the Rays removed was a derelict boat that had been stranded on the property for months.",Forested Wetland,Mix (estuarine and upland),Mangrove Forests,Debris Removal,Maintenance,Enhancement,,,0.473484849,2500,27.81034,-82.78776,Tampa Bay Estuary Program,"St. Petersburg College, Tampa Bay Rays, ESA",St. Petersburg College,1000,,,,,,,,,,,,
E-410,Rocky Creek Nature Preserve,2021,"Riverine Ecosystem along with pine flatwoods, forested wetlands and former agricultural and cattle fields",Herbicide application for exotic/invasive plant species removal and control.,Forest/Woodland,Mix (freshwater and upland),Uplands (Non-coastal),Invasives Control/Removal - Vegetation,Enhancement,Enhancement,No,10,10,,28.07458,-82.56917,Hillsborough County,,Hillsborough County,10195,No,BOCC,Protect/improve/provide habitat for other wildlife,,,,,,,2021-Aug-,,
E-411,Rye Preserve Habitat Management Activities,2021,"Rye Preserve's trail system leads visitors through four distinctive ecosystems, including sand pine scrub, xeric oak scrub, oak hammocks and the river community. A variety of interesting creatures can be seen in these areas including the rare gopher tortoise and Florida scrub-jay. Rye Preserve is home to a piece of Manatee County's early pioneer history. Within the preserve visitors can view the Rye Family Cemetery, the last remaining reminder of the old Rye river community.","Preparation for and application of beneficial fire and targeted treatment of cogon grass and other invasive exotic plants. Foliar application of systemic herbicides from backpack and UTV mounted spray systems using Imazapyr, Aminopyralid, Glyphosate, and Triclopyr ester pursuant to label rates based by habitat type and adjacent vegetation composition as approved by County staff.",Forest/Woodland,Mix (freshwater and upland),Uplands (Non-coastal),Prescribed Burn,Maintenance,Enhancement,,130,,,27.50854,-82.36228,Florida Fish and Wildlife Conservation Commission,Manatee County,Manatee County,50000,No,Florida Fish and Wildlife Conservation Commission,Protect/improve/provide habitat for other wildlife,,,,,,,,,
E-412,SHINE Cleanup,2021,"Highly recreated coastal park, bay front with seagrass meadow along shoreline, restored living shoreline created with oyster bags","40 volunteers participated in a SHINE Mural Cleanup event to remove trash and debris at Lassing Park, a propular recreation area on the south side of the St. Petersburg",Estuarine Shoreline,Mix (estuarine and upland),Intertidal Estuarine (Other),Debris Removal,Maintenance,Enhancement,,,0.189393939,1000,27.75163,-82.63048,Tampa Bay Estuary Program,"SHINE, Surfricer",City of St. Petersburg,0,,,,,,,,,,,,
E-413,Southfork FY21 Habitat Maintenance,2021,"Primary natural communities are pine flatwoods, scrub, and bottomland hardwood forests. Property is a part of the Little Manatee River watershed. ","Control of invasive plants including Cogon Grass, Brazilian Pepper Tree, prescribed burning, and hog control were conducted on the property to improve the habitat. Exotic plant control was conducted using one or more of the following as appropriate for existing conditions: Glyphosate (Roundup Custom, Roundup Pro Max, Alligare Glyphosate 5.4), Imazapyr (Ecomazapyr 2SL), Aminocylopyrachlor (Method 240SL), Triclopyr Ester (Element 4), Aminopyralid (Milestone).",Forest/Woodland,Uplands,Uplands (Non-coastal),Invasives Control/Removal - Vegetation,Rehabilitation,Enhancement,Yes,222,,,27.607,-82.245,Southwest Florida Water Management District,,Southwest Florida Water Management District,34284,No,Internal,Protect or preserve open space,,,,,,,7/26/2021,,
E-414,TECO/Rock Ponds FY21 Habitat Maintenance,2021,"Property is made up of various wetland communities such as freshwater creeks, marshes, tidal ponds and estuarine marshes. Adjacent to Cockroach Bay.  Restoration efforts have occurred on previous pasture lands. ","Control of invasive plants including Cogon Grass, prescribed burning, and hog control were conducted on the property to improve the habitat. Exotic plant control was conducted using one or more of the following as appropriate for existing conditions: Glyphosate (Roundup Custom, Roundup Pro Max, Alligare Glyphosate 5.4), Imazapyr (Ecomazapyr 2SL), Aminocylopyrachlor (Method 240SL), Triclopyr Ester (Element 4), Aminopyralid (Milestone).",Forest/Woodland,Mix (estuarine and freshwater),Coastal Uplands,Invasives Control/Removal - Vegetation,Rehabilitation,Enhancement,Yes,983,,,27.664,-82.505,Southwest Florida Water Management District,,Southwest Florida Water Management District,198899,No,Internal,Protect or preserve open space,,,,,,,7/26/2021,,
E-415,Upper Hillsborough FY21 Habitat Maintenance,2021,Property protects the upper reaches of the Hillsborough River. The river's floodplain provides natural storage of floodwaters and filtration system for runoff.,"Control of invasive plants including Cogon Grass and Old World climbing fern, prescribed burning, and hog control were conducted on the property to improve the habitat. Exotic plant control was conducted using one or more of the following as appropriate for existing conditions: Glyphosate (Roundup Custom, Roundup Pro Max, Alligare Glyphosate 5.4), Imazapyr (Ecomazapyr 2SL), Aminocylopyrachlor (Method 240SL), Triclopyr Ester (Element 4), Aminopyralid (Milestone)",Forest/Woodland,Mix (freshwater and upland),Uplands (Non-coastal),Invasives Control/Removal - Vegetation,Rehabilitation,Enhancement,Yes,2348,,,28.225,-82.12,Southwest Florida Water Management District,,Southwest Florida Water Management District,84076,No,Internal,Protect or preserve open space,,,,,,,7/26/2021,,
