View Detail,View Photos,Map,Federal Fiscal Year,Region,State Code,NEP Name,Project Name,Project Description,Habitat Description,Habitat Type,Acres,Miles,Feet,Restoration Technique,Donated Land,Data Unavailable,EPA Section 320,Total Project Cost,Project Benefits,Activity Name,Lead Implementer,Partners,Latitude,Longitude,Main Funding Source,Site Owner,Last Updated Date,NEP Comments,HQ Comments,HQ Status,Region Status,Total Cost,Author,Submitter Email,HMPU habitat 1,HMPU habitat 2,Count
3055,3055,"<a href=""http://google.com/maps/place/27.847+-82.606/@27.847,-82.60615z  target=""_blank"">Google Map</a>",2011,Region 4,FL,Tampa Bay Estuary Program,Least Tern Roof Nesting Project,This project created an alternative nesting habitat for the threatened Least Tern species of bird. A barren roof area was transformed into an area which mimics the nesting habitat Least Terns prefer.,This project addressed the issue of diminishing habitat of the Least Tern; a threatened species of bird.,Other,0.0,,30.0,Bird Habitat Enhancement,,,0,7310,Protect/improve/provide habitat for birds,Restoration,Tampa Bay Estuary Program,,27.8470,-82.6060,Tampa Bay Estuary Program specialty license funds,Pinellas County,29-AUG-11 12.00.00.000000000 AM -05:00,,,APPROVED,APPROVED,,,ron@tbep.org,,,1
3046,3046,"<a href=""http://google.com/maps/place/27.686+-82.506/@27.686,-82.50615z  target=""_blank"">Google Map</a>",2011,Region 4,FL,Tampa Bay Estuary Program,Give A Day for the Bay - Lost River/Cockroach Bay,"Volunteers planted more than 1,000 native marsh grass plants in an area recently cleared of invasive plants.","The preserve begins in the mouth of the Little Manatee River, including the river to US 301, and continues southwest past Cockroach Bay to the Manatee County line, extending 2,000 feet from the shoreline. It surrounds several mangrove islands, most of which are state-owned, and borders the Little Manatee River State Park. Of the four aquatic preserves in the Tampa Bay region, it is the least developed and is in the most pristine condition",Forested Wetland,2.0,0.0,0.0,Planting,,,0,360,Increase or protect water quantity:Protect/improve/provide habitat for birds:Protect/improve/provide habitat for fish/shellfish:Protect/improve/provide habitat for other wildlife,Restoration,Tampa Bay Estuary Program,,27.6860,-82.5060,Tampa Bay Estuary Program,State of Florida,29-AUG-11 12.00.00.000000000 AM -05:00,,,APPROVED,APPROVED,,,ron@tbep.org,Forested Freshwater Wetlands,,8
3043,3043,"<a href=""http://google.com/maps/place/28.122+-82.681/@28.122,-82.68115z  target=""_blank"">Google Map</a>",2011,Region 4,FL,Tampa Bay Estuary Program,Brooker Creek Preserve Prescribed Burn (Unit North Diagonal West),Prescribed burn used to control competing vegetation and maintenance of fire-dependent species.,Forested flatwoods and hammock in the north Coventry subdivision area.,Forest/Woodland,5.0,0.0,,Prescribed Burn,,,0,4650,Protect/improve/provide habitat for other wildlife,Restoration,,,28.1220,-82.6810,Florida Forest Service,Southwest Florida Water Management District,29-AUG-11 12.00.00.000000000 AM -05:00,,,APPROVED,APPROVED,,,ron@tbep.org,Uplands (Non-coastal),,33
2947,2947,"<a href=""http://google.com/maps/place/27.625+-82.706/@27.625,-82.70615z  target=""_blank"">Google Map</a>",2011,Region 4,FL,Tampa Bay Estuary Program,Fort DeSoto Park Prescribed Burn,A prescribed burn was performed in the overgrown coastal uplands area to fuel reduction of the uplands.,Fort DeSoto project took place in the coastal upland along the beachfront areas.,Forest/Woodland,29.0,0.0,,Prescribed Burn,,,0,4350,Protect/improve/provide habitat for other wildlife,Restoration,,,27.6250,-82.7060,Pinellas County Operating,Pinellas County,15-SEP-11 12.00.00.000000000 AM -05:00,,,APPROVED,APPROVED,,,ron@tbep.org,Uplands (Non-coastal),,33
2946,2946,"<a href=""http://google.com/maps/place/27.673+-82.375/@27.673,-82.37515z  target=""_blank"">Google Map</a>",2011,Region 4,FL,Tampa Bay Estuary Program,Restoration at Little Manatee River State Park,"Planting of 4,000 native trees by volunteer park visitors after completion of prescribed burn.",The Little Manatee River begins in a swampy area near Fort Lonesome and flows almost 40 miles before emptying into Tampa Bay.,Forest/Woodland,71.0,0.0,,Planting,,,0,1765,Improve or protect water quality:Protect/improve/provide habitat for birds:Protect/improve/provide habitat for other wildlife,Restoration,Tampa Bay Estuary Program,,27.6730,-82.3750,Tampa Bay Estuary Program specialty license plate funds,State of Florida,29-AUG-11 12.00.00.000000000 AM -05:00,,,APPROVED,APPROVED,,,ron@tbep.org,Uplands (Non-coastal),,25
2942,2942,"<a href=""http://google.com/maps/place/27.666+-82.694/@27.666,-82.69415z  target=""_blank"">Google Map</a>",2011,Region 4,FL,Tampa Bay Estuary Program,Tarpon Key NWR Tidal Wetland Restoration,"The Tarpon Key National Wildlife Refuge is part of the Pinellas National Wildlife Refuge system and is managed by US Fish and Wildlife Service. Tampa Bay Watch will coordinate with USFWS to host Bay Grasses in Classes plantings. These planting projects are accomplished with plants and students from schools in the Bay Grasses in Classes program. This not not a class, but a program to furnish native plants for habitat restoration installed by students and community volunteers. 1,000 native sea oats were planted.",Tarpon key is one of the islands making-up the Pinellas National Wildlife refuge which hosts the largest brown pelican rookery in the state of Florida.,Mangrove,1.0,0.0,,Shoreline Stabilization/Enhancement,,,0,42000,Improve or protect water quality:Protect/improve/provide habitat for other wildlife,Restoration,Tampa Bay Watch,,27.6660,-82.6940,Gulf of Mexico Foundation,United States Fish and Wildlife Service,05-OCT-11 12.00.00.000000000 AM -05:00,"10/05/11 11:41 : Ronald A Hosler :  This not not a class, but a program to furnish native plants for habitat restoration installed by students and community volunteers.  1,000 native sea oats were planted.",09/27/11 10:10 : CN=Nancy Laurson/OU=DC/O=USEPA/C=US : Same comment about not included classes in NEPORT.,APPROVED,APPROVED,,,ron@tbep.org,Mangrove Forests,Living Shorelines,2
2937,2937,"<a href=""http://google.com/maps/place/27.836+-82.518/@27.836,-82.51815z  target=""_blank"">Google Map</a>",2011,Region 4,FL,Tampa Bay Estuary Program,MacDill Invasive Species Control,"Chemical treatment of all invasive species within the project area. Invasive trees and grasses were treated through a mixture of foliar application and girdling to kill the plants in place. Following the initial herbicide applications, contractors were responsible to retreat invasive plant species within the project area until the plants were completely dead. No further removal or treatment was required after the invasive species were killed, and plants were left to breakdown over time. The project area included 1,150 acres of upland forest and open fields (known as Quadrant 2 and Quadrant 3) bordered by a well maintained airfield to the north, mangrove estuary to the south and Quadrants 1 and 4 to the east and west, respectively.","Pine forest areas are historic planted pine which has not been managed for timber. Areas of oak hammock and mangrove lined ditches are scattered throughout the pine areas and mangrove esturary predominates along the southern boundary of the site. Additionally, there are large tracts of land within the site that have been historically disturbed (former landfill areas) which are highly invaded with Brazilian pepper. Brazilian pepper, Melaleuca, and lead tree are commonly found along the forest edges and scattered throughout the understory. Open fields have scattered areas of cogan grass.",Forest/Woodland,860.0,0.0,,Invasives Control/Removal - Vegetation,,,0,190000,Protect/improve/provide habitat for birds:Protect/improve/provide habitat for other wildlife,Restoration,MacDill Air Force Base,,27.8360,-82.5180,United States Department of Defense,United States Department of Defense,29-AUG-11 12.00.00.000000000 AM -05:00,,,APPROVED,APPROVED,,,ron@tbep.org,Uplands (Non-coastal),,134
2887,2887,"<a href=""http://google.com/maps/place/27.532+-82.578/@27.532,-82.57815z  target=""_blank"">Google Map</a>",2011,Region 4,FL,Tampa Bay Estuary Program,Give A Day for the Bay - Emerson Point Preserve,"Planting of native sea oats and coral bean plants. Removal of invasive Brazilian pepper, Carrotwood, Rosary pea, air potato and Caesar weed.",Emerson Point has a special location at the mouth of the Manatee River where it meets Lower Tampa Bay. Emerson Point Preserve is a 365 acre preserve located at the tip of Snead Island in western Palmetto.,Forest/Woodland,8.2,0.0,0.0,Invasives Control/Removal - Vegetation,,,0,225,Improve or protect water quality:Protect/improve/provide habitat for birds:Protect/improve/provide habitat for other wildlife,Restoration,Tampa Bay Estuary Program,,27.5320,-82.5780,Tampa Bay Estuary Program,Manatee County,29-AUG-11 12.00.00.000000000 AM -05:00,,,APPROVED,APPROVED,,,ron@tbep.org,Uplands (Non-coastal),,134
2886,2886,"<a href=""http://google.com/maps/place/28.072+-82.713/@28.072,-82.71315z  target=""_blank"">Google Map</a>",2011,Region 4,FL,Tampa Bay Estuary Program,Cow Branch Invasive Plant Management,"Herbicide treatment of nuisance exotic vegetation; air potato, caesar weed, taro, guinea grass, cogon grass.",Hammock area on eastern edge of the management area.,Forest/Woodland,1.4,0.0,,Invasives Control/Removal - Vegetation,,,0,2492,Protect/improve/provide habitat for other wildlife,Restoration,,,28.0720,-82.7130,Penny for Pinellas,Pinellas County,29-AUG-11 12.00.00.000000000 AM -05:00,,,APPROVED,APPROVED,,,ron@tbep.org,Uplands (Non-coastal),,134
2936,2936,"<a href=""http://google.com/maps/place/28.12+-82.673/@28.12,-82.67315z  target=""_blank"">Google Map</a>",2011,Region 4,FL,Tampa Bay Estuary Program,Brooker Creek Preserve Prescribed Burn (Unit-Diagonal Ponds East),Prescribed burn used to control competing vegetation and maintenance of fire dependent species.,This area of habitat consists of flatwoods east of two ponds off the diagonal powerline.,Forest/Woodland,21.0,0.0,,Prescribed Burn,,,0,3150,Protect/improve/provide habitat for other wildlife,Restoration,,,28.1200,-82.6730,Pinellas County Operating Budget,Southwest Florida Water Management District,29-AUG-11 12.00.00.000000000 AM -05:00,,,APPROVED,APPROVED,,,ron@tbep.org,Uplands (Non-coastal),,33
2935,2935,"<a href=""http://google.com/maps/place/27.683+-82.691/@27.683,-82.69115z  target=""_blank"">Google Map</a>",2011,Region 4,FL,Tampa Bay Estuary Program,Tarpon Key Oyster Bar Creation Project,Recycled oyster shell was installed along the western shoreline of Tarpon Key to create an artificial oyster reef.,Mangrove shoreline along the west end of Tarpon Key.,Mangrove,,,250.0,Reef Construction - Artificial Materials,,,0,50000,Protect/improve/provide habitat for fish/shellfish:Protect/improve/provide habitat for other wildlife,Restoration,Tampa Bay Watch,,27.6830,-82.6910,Gulf of Mexico Foundation,United States Fish and Wildlife Service,16-SEP-11 12.00.00.000000000 AM -05:00,,09/27/11 10:09 : CN=Nancy Laurson/OU=DC/O=USEPA/C=US : Can we change the project description to say -,APPROVED,APPROVED,,Ronald A Hosler,ron@tbep.org,Mangrove Forests,Artificial Reefs,1
2934,2934,"<a href=""http://google.com/maps/place/27.667+-82.725/@27.667,-82.72515z  target=""_blank"">Google Map</a>",2011,Region 4,FL,Tampa Bay Estuary Program,Cabbage Key Exotic Vegetation Removal,Removal of non-native vegetation such as Brazilian pepper that was impeding native plant growth.,"Area contains forested wetland, coastal upland and invasive vegetation.",Forest/Woodland,4.5,0.0,,Invasives Control/Removal - Vegetation,,,0,43660,Protect/improve/provide habitat for birds:Protect/improve/provide habitat for other wildlife,Restoration,,,27.6670,-82.7250,Penny for Pinellas,Pinellas County,29-AUG-11 12.00.00.000000000 AM -05:00,,,APPROVED,APPROVED,,,ron@tbep.org,Uplands (Non-coastal),,134
2933,2933,"<a href=""http://google.com/maps/place/27.535+-82.291/@27.535,-82.29115z  target=""_blank"">Google Map</a>",2011,Region 4,FL,Tampa Bay Estuary Program,Bayshore Beautiful HOA Seawall Oyster Dome Project,"Installation of 793 marine friendly, hollow, concrete oyster domes to create fisheries habitat and provide stormwater biological filters.",Artificial reef creation; reef balls placed near seawall.,Hard Bottom,0.0,,1156.0,Reef Construction - Artificial Materials,,,0,63440,Improve or protect water quality:Protect/improve/provide habitat for other wildlife,Restoration,Tampa Bay Watch,,27.5350,-82.2910,Restore America's Estuaries,Tampa Port Authority,15-SEP-11 12.00.00.000000000 AM -05:00,,,APPROVED,APPROVED,,,ron@tbep.org,Hard Bottom,Artificial Reefs,7
2932,2932,"<a href=""http://google.com/maps/place/28.096+-82.7/@28.096,-82.715z  target=""_blank"">Google Map</a>",2011,Region 4,FL,Tampa Bay Estuary Program,East Lake Management Area Invasive Plant Management,"Herbicide treatment of nuisance exotic vegetation; air potato, caesarweed taro, guinea grass, Brazilian pepper, banana, wedelia, arrowhead vine, castorbean, elephant ear.",Hammock area containing non-native vegetation on the edge of the property and internal berm.,Forest/Woodland,3.7,0.0,,Invasives Control/Removal - Vegetation,,,0,5881,Protect/improve/provide habitat for other wildlife,Restoration,,,28.0960,-82.7000,Penny for Pinellas,Pinellas County,29-AUG-11 12.00.00.000000000 AM -05:00,,,APPROVED,APPROVED,,,ron@tbep.org,Uplands (Non-coastal),,134
2931,2931,"<a href=""http://google.com/maps/place/28.136+-82.71/@28.136,-82.7115z  target=""_blank"">Google Map</a>",2011,Region 4,FL,Tampa Bay Estuary Program,Lake Tarpon Management Area Invasive Plant Management,"Herbicide treatment of nuisance exotic vegetation; air potato, balsam apple, taro, Chinese tallow, hairy indigo, wedelia, sword fern, Guinea grass.",Forested wetland on northern edge of property including non-native vegetation.,Forested Wetland,7.0,0.0,,Invasives Control/Removal - Vegetation,,,0,6224,Protect/improve/provide habitat for other wildlife,Restoration,,,28.1360,-82.7100,Penny for Pinellas,Pinellas County,29-AUG-11 12.00.00.000000000 AM -05:00,,,APPROVED,APPROVED,,,ron@tbep.org,Forested Freshwater Wetlands,,28
2930,2930,"<a href=""http://google.com/maps/place/27.741+-82.687/@27.741,-82.68715z  target=""_blank"">Google Map</a>",2011,Region 4,FL,Tampa Bay Estuary Program,Clam Bayou Native Planting,"Removed various invasive plants and replanted with native shrubs and trees. Slash pines, Sabal palms and small shrubs were planted in area cleared from invasive plants.","This nature park/estuary provides several environments; from the upland natural vegetation, marsh and mangrove forests, to the deeper waters of Boca Ciega Bay. These areas provide habitat and food to a variety of species such as fiddler crabs, clams, wading birds, small animals, dolphins and manatees.",Forest/Woodland,0.3,0.0,,Invasives Control/Removal - Vegetation,,,0,4400,Improve or protect water quality:Protect/improve/provide habitat for birds:Protect/improve/provide habitat for other wildlife,Restoration,Tampa Bay Estuary Program,,27.7410,-82.6870,Tampa Bay Estuary Program specialty license plate funds,City of Gulfport,29-AUG-11 12.00.00.000000000 AM -05:00,,,APPROVED,APPROVED,,,ron@tbep.org,Uplands (Non-coastal),,134
3009,3009,"<a href=""http://google.com/maps/place/27.769+-82.714/@27.769,-82.71415z  target=""_blank"">Google Map</a>",2011,Region 4,FL,Tampa Bay Estuary Program,Bi-Annual Bear Creek Clean-Up,Volunteers participated in bi-annual debris removal events at the creek each year. More than three tons of debris is removed annually from the creek. 60 yard large trash bags of debris were removed from the creek.,Bear Creek flows through a neighborhood in St. Petersburg before draining into Boca Ciega Bay.,In-Stream,0.0,1.0,,Debris Removal,,,0,6750,Improve or protect water quality:Protect/improve/provide habitat for birds:Protect/improve/provide habitat for other wildlife,Restoration,Tampa Bay Estuary Program,,27.7690,-82.7140,Tampa Bay Estuary Program specialty license plate funds,Pinellas County,05-OCT-11 12.00.00.000000000 AM -05:00,10/05/11 11:18 : Ronald A Hosler :  60 yard large trash bags of debris were removed from the creek.,09/27/11 12:40 : CN=Nancy Laurson/OU=DC/O=USEPA/C=US : Can you say how many bags where picked up for this event?,APPROVED,APPROVED,,,ron@tbep.org,Tidal Tributaries,,1
