"View_Detail","Federal_Fiscal_Year","Region","State_Code","NEP_Name","Project_Name","Project_Description","Habitat_Description","Habitat_Type","Restoration_Technique","Donated_Land","Data_Unavailable","Total_Project_Cost","Project_Benefits","Activity_Name","Lead_Implementer","Partners","Main_Funding_Source","Site_Owner","Last_Updated_Date","NEP_Comments","HQ_Comments","HQ_Status","Region_Status","Author","Submitter_Email","PrimaryHabitat","SecondaryHabitat","EPA_Section_320","Acres","Miles","Latitude","Longitude","Feet","ID_Number","GeneralHabitat","GeneralActivity","BeforePhotoCredit","BeforePhotoCaption","DuringPhotoCredit","DuringPhotoCaption","AfterPhotoCredit","AfterPhotoCaption"
23402,2024,"Region 4","FL","Tampa Bay Estuary Program","Moccasin Lake Nature Park Native Planting","Student volunteers transplanted approximately 400 freshwater plant plugs harvested from their on-campus school wetland nursery along the shoreline of a pond in Moccasin Lake Nature Park to increase plant diversity and enhance natural habitat. Plant species included Pontederia cordata, Sagittaria lancifolia, and Canna flaccida. Project benefits include shoreline stabilization, improved habitat for birds and other wildlife, and improved water quality by filtering excess nutrients and pollutants from nearby urban and residential areas.","A pond in the 51-acre Moccasin Lake nature preserve in Clearwater in Pinellas County. The park includes a 6-acre freshwater lake, forested freshwater wetlands, and upland forest/woodland. The northeast branch of Alligator Creek and its floodplain create the wetland areas of the nature park.","Lake/Pond","Planting","No",NA,"$1,500.00","Erosion Control
Improve or protect water quality
Improve/increase educational or recreational opportunities
Protect/improve/provide habitat for birds
Protect/improve/provide habitat for fish/shellfish
Protect/improve/provide habitat for other wildlife","Restoration","Tampa Bay Watch","City of Clearwater","Scotts Miracle-Gro and Raymund Foundation","City of Clearwater",NA,NA,NA,NA,NA,NA,NA,"Non-forested Freshwater Wetlands",NA,NA,0.01,NA,27.97818,-82.7257,NA,NA,"Freshwater","Restoration","","","Tara Kok","Students from Shorecrest Preparatory School participating in Tampa Bay Watch's Bay Grasses in Classes program transplanted native wetland plants that were grown and harvested from their on-campus nursery around the shoreline of a freshwater pond in Moccasin Lake Nature Park.","",""
23113,2024,"Region 4","FL","Tampa Bay Estuary Program","Moccasin Lake- Education Through Revitalization","Keep Pinellas Beautiful, with support from the Tampa Bay Estuary Program, worked with City park staff to reinvigorate the local park. With help from over 400 volunteers, KPB removed 1,600 lbs invasive plants, including air potato and Cesar week, picked up over 1200 lbs of trash from the park, and planted 250 native trees and shrubs.","A pond in the 51-acre Moccasin Lake nature preserve in Clearwater in Pinellas County. The park includes a 6-acre freshwater lake, forested freshwater wetlands, and upland forest/woodland. The northeast branch of Alligator Creek and its floodplain create the wetland areas of the nature park.","Forest/Woodland","Planting","No",NA,"$5,400.00","Improve/increase educational or recreational opportunities
Protect/improve/provide habitat for birds
Protect/improve/provide habitat for other wildlife","Maintenance","Keep Pinellas Beautiful","City of Clearwater
Tampa Bay Estuary Program","Specialty License Plate Funds","City of Clearwater",NA,NA,NA,NA,NA,NA,NA,"Uplands (Non-coastal)",NA,NA,NA,NA,27.9775,-82.72469,50,NA,"Uplands","Maintenance","","","","","",""
23690,2024,"Region 4","FL","Tampa Bay Estuary Program","Palm Harbor Museum Beautification","10 lbs of invasive removal","Field/Meadow","Field/Meadow","Invasives Control/Removal - Vegetation","",NA,"","Protect/improve/provide habitat for other wildlife","Maintenance","Keep Pinellas Beautiful","Palm Harbor Museum","Keep Pinellas Beautiful","Pinellas County",NA,NA,NA,NA,NA,NA,NA,"Uplands (Non-coastal)",NA,NA,NA,NA,28.04903,-82.74758,NA,NA,"Uplands","Maintenance","","","","","",""
23120,2024,"Region 4","FL","Tampa Bay Estuary Program","Philippe Park Living Shoreline","The Philippe Park Living Shoreline Project focused on enhancing the shoreline at Philippe Park to reduce erosion and protect park property from sea level rise and storm surge; to improve water quality in Old Tampa Bay; to increase aquatic and shoreline habitat for oysters and other benthic organisms, fish, and wading birds; and to educate park visitors about living shorelines and coastal resiliency. Oyster bags were placed along two shoreline areas at Philippe Park (1,230 lf) from Oct 2021 through Apr 2022, and Spartina was planted as well. An oyster bar was created just offshore from Jul 2022 through Nov 2023 using oyster bags along a 720 lf perimeter and loose oyster shell within the area.","Oyster habitat in the form of shell bags and loose shell was built along the shoreline as well as offshore at Philippe Park. Spartina was planted along the shoreline as well.","Estuarine Shoreline","Shoreline Stabilization/Enhancement","",NA,"$365,000.00","Erosion Control
Improve or protect water quality
Improve/increase educational or recreational opportunities
Protect/improve/provide habitat for fish/shellfish
Protect/improve/provide habitat for other wildlife","Restoration","Pinellas County","Tampa Bay Estuary Program","County Capitol Improvement Funds, TBERF, County Pollution Recovery Funds","",NA,NA,NA,NA,NA,NA,NA,"Oyster Bars",NA,NA,0.5,NA,28.00436,-82.67533,NA,NA,"Estuarine","Restoration","Stacey Day","Philippe Park southeast shoreline","Michael Ballard","Installing oyster bar perimeter","Christine Davies","Completed oyster bar perimeter one year after installation, with visible oyster growth"
23609,2024,"Region 4","FL","Tampa Bay Estuary Program","Pine Island Exotic Treatment and Trail Work","Exotic species treatment and removal","Pine Flatwoods","Coastal Uplands","Invasives Control/Removal - Vegetation","No",NA,"$1,000.00","Protect/improve/provide habitat for other wildlife","Maintenance","Manatee County","","Manatee County Government","Manatee County",NA,NA,NA,NA,NA,NA,NA,"Uplands (Non-coastal)",NA,NA,17.9,NA,27.489,-82.518,NA,NA,"Uplands","Maintenance","","","","","",""
23700,2024,"Region 4","FL","Tampa Bay Estuary Program","Pinellas Park High School Beautification","40 shrubs/flowers planted in an upland field/meadow habitat at Pinellas Park High School","Upland field/meadow habitat","Field/Meadow","Planting","",NA,"","Protect/improve/provide habitat for other wildlife","Restoration","Keep Pinellas Beautiful","Pinellas Park High School Chapter","Keep Pinellas Beautiful","Pinellas Park",NA,NA,NA,NA,NA,NA,NA,"Uplands (Non-coastal)",NA,NA,NA,NA,27.87986,-82.72395,NA,NA,"Uplands","Restoration","","","","","",""
23703,2024,"Region 4","FL","Tampa Bay Estuary Program","Pinellas Trail Beautification","96 trees planted in upland field/meadow habitats along the Pinellas multi-use Trail","Upland field/meadow habitat","Field/Meadow","Planting","",NA,"","Protect/improve/provide habitat for other wildlife","Restoration","Keep Pinellas Beautiful","TakeMar","Keep Pinellas Beautiful","St. Petersburg",NA,NA,NA,NA,NA,NA,NA,"Uplands (Non-coastal)",NA,NA,NA,NA,27.76559,-82.66434,NA,NA,"Uplands","Restoration","","","","","",""
23110,2024,"Region 4","FL","Tampa Bay Estuary Program","Rock Ponds Native Planting","Tampa Bay Watch partnered with the Southwest Florida Water Management District (SWFWMD) to coordinate a volunteer community planting event at the Rock Ponds Ecosystem Restoration project. The project involved community volunteers harvesting from healthy stands of Eleocharis cellulose, Schoenoplectus tabernaemontani, Cladium jamaicense, and Canna flaccida, from a freshwater wetland location on-site and transplanting approximately 925 plant plugs to a degraded freshwater wetland area within the Rock Ponds' boundaries in an effort to promote the revegetation of native plant communities and enhance habitat. Project benefits include shoreline stabilization, improved habitat for birds and other wildlife, and improved water quality.","1,043 acres of various coastal habitats including coastal upland, freshwater wetlands, and estuarine habitat on restored agricultural land and abandoned mining pits.","Freshwater Marsh","Planting","No",NA,"$1,000.00","Erosion Control
Improve or protect water quality
Protect/improve/provide habitat for birds
Protect/improve/provide habitat for fish/shellfish
Protect/improve/provide habitat for other wildlife","Restoration","Tampa Bay Watch","Southwest Florida Water Management District","Raymund Foundation","Southwest Florida Water Management District",NA,NA,NA,NA,NA,NA,NA,"Non-forested Freshwater Wetlands",NA,NA,0.09,NA,27.66526,-82.50396,NA,NA,"Freshwater","Restoration","","","Tara Kok","Tampa Bay Watch partnered with SWFWMD and Raymond James volunteers for a community planting at the Rock Ponds Ecosystem Restoration project.","",""
23702,2024,"Region 4","FL","Tampa Bay Estuary Program","Roser Park Neighborhood Beautification","78 plants/shrubs planted in an upland field/meadow habitat in the Roser Park neighborhood","Upland field/meadow habitat","Field/Meadow","Planting","",NA,"","Protect/improve/provide habitat for other wildlife","Restoration","Keep Pinellas Beautiful","Roser Park","Keep Pinellas Beautiful","St. Petersburg",NA,NA,NA,NA,NA,NA,NA,"Uplands (Non-coastal)",NA,NA,NA,NA,27.76234,-82.64571,NA,NA,"Uplands","Restoration","","","","","",""
23696,2024,"Region 4","FL","Tampa Bay Estuary Program","Sanderlin Beautification","25 shrubs/flowers planted in an upland field/meadow habitat in St. Petersburg","Upland field/meadow habitat","Field/Meadow","Planting","",NA,"","Protect/improve/provide habitat for other wildlife","Restoration","Keep Pinellas Beautiful","League of Women Voters","Keep Pinellas Beautiful","St. Petersburg",NA,NA,NA,NA,NA,NA,NA,"Uplands (Non-coastal)",NA,NA,NA,NA,27.74737,-82.66507,NA,NA,"Uplands","Restoration","","","","","",""
23698,2024,"Region 4","FL","Tampa Bay Estuary Program","St. Petersburg High School Beautification","37 shrubs/flowers added","Upland field/meadow habitat","Field/Meadow","Planting","",NA,"","Protect/improve/provide habitat for other wildlife","Restoration","Keep Pinellas Beautiful","St. Petersburg High School Chapter","Keep Pinellas Beautiful","St. Petersburg",NA,NA,NA,NA,NA,NA,NA,"Uplands (Non-coastal)",NA,NA,NA,NA,27.77775,-82.66882,NA,NA,"Uplands","Restoration","","","","","",""
23153,2024,"Region 4","FL","Tampa Bay Estuary Program","Submerged Aquatic Vegetation (SAV) Planting at Bay Vista Park - Prop Scar Repair Plantings","Ecosphere was awarded funding to install SAV statewide to help expand the limits of SAV and this site was selected as a recipient site.  One acre of native shoal grass was installed within several blow holes and former prop scars that had sediment tubes inserted the year prior to accelerate the repair of this seagrass bed.  The shoal grass used for this effort was harvested from this region and then hand installed by hand to inoculate these former prop scares.","This area had multiple prop scars that TBW repaired with sediment tubes in 2023, however no SAV had naturally colonized these prop scars, although the conditions were good for SAV.  Ecosphere was awarded funding to install SAV statewide to help expand the limits of SAV and so this site was selected as a recipient site.","Submerged Aquatic Vegetation (SAV)","Planting","Yes",NA,"$36,000.00","Protect/improve/provide habitat for fish/shellfish","Restoration","Ecosphere Restoration Institute","Florida Department of Environmental Protection","Florida Department of Environmental Protection","City of St. Petersburg",NA,NA,NA,NA,NA,NA,NA,"Seagrasses",NA,NA,1,NA,27.70303,-82.63901,NA,NA,"Estuarine","Restoration","Google Earth","Aerial Image of Prop Scars Bay Vista Park","Beau Williams","SAV being prepped for planting","Beau Williams","Installed SAV"
23152,2024,"Region 4","FL","Tampa Bay Estuary Program","Submerged Aquatic Vegetation (SAV) Planting at FWC's Youth Conservation Education Center","Ecosphere was awarded funding to install SAV statewide to help expand the limits of SAV and this site was selected as a recipient site.  One acre of native shoal grass was installed within the western pond limits.  The shoal grass used for this effort was harvested from this region and then installed by hand to inoculate this created pond.","This FWC fishing pond had no Submerged Aquatic Vegetation (SAV) present, however the adjacent restored Newman Branch Creek Phase II site did have some natural SAV present.  Ecosphere was awarded funding to install SAV statewide to help expand the limits of SAV and so this site was selected as a recipient site.","Submerged Aquatic Vegetation (SAV)","Planting","Yes",NA,"$36,000.00","Protect/improve/provide habitat for fish/shellfish","Restoration","Ecosphere Restoration Institute","Florida Department of Environmental Protection","Florida Department of Environmental Protection","Florida Fish and Wildlife Conservation Commission",NA,NA,NA,NA,NA,NA,NA,"Seagrasses",NA,NA,1,NA,27.77928,-82.40458,NA,NA,"Estuarine","Restoration","Thomas Ries","FWC Fishing Pond - No SAV","Nikki Jackson","SAV Installation","Nikki Jackson","Post SAV Planting Image"
23151,2024,"Region 4","FL","Tampa Bay Estuary Program","Submerged Aquatic Vegetation (SAV) Planting at Lowry Park Spring","Ecosphere was awarded funding to install SAV statewide to help expand the limits of SAV and this site was selected as a recipient site.  One acre of native eel grass (Vallisneria americana) was installed within the spring basin.  The eel grass used for this effort was harvested from this region and then installed by hand to inoculate this restored (1990) spring basin.","This restored spring system had only non-native Submerged Aquatic Vegetation (SAV) present, which was physically removed.  Ecosphere was awarded funding to install SAV statewide to help expand the limits of SAV and so this site was selected as a recipient site.","Submerged Aquatic Vegetation (SAV)","Planting","Yes",NA,"$36,000.00","Protect/improve/provide habitat for fish/shellfish","Restoration","Ecosphere Restoration Institute","Florida Department of Environmental Protection","Florida Department of Environmental Protection","City of Tampa",NA,NA,NA,NA,NA,NA,NA,"Seagrasses",NA,NA,1,NA,28.0149,-82.46478,NA,NA,"Estuarine","Restoration","Thomas Ries","Lowry Park Spring Basin w/Non-Native SAV","Nikki Jackson","SAV Planting Unit (Eel grass) prior to installation","Nikki Jackson","Post SAV Installation Underwater Image"
23146,2024,"Region 4","FL","Tampa Bay Estuary Program","Submerged Aquatic Vegetation (SAV) Planting at Rock Ponds Preserve (Western Sector)","Ecosphere was awarded funding to install SAV statewide to help expand the limits of SAV and this site was re-selected as a recipient site.  One additional acre of native shoal grass was installed to the west of the initial SAV planting area.  The plant material used for this effort was harvested from this region and then installed by hand to expand the planted SAV aerial coverage within the western section pond.","With the success of the initial SAV plantings at Rock Ponds, another acre was installed within the western sector.  Ecosphere was awarded funding to install SAV statewide to help expand the limits of SAV and so this site was selected to expand the SAV limits.","Submerged Aquatic Vegetation (SAV)","Planting","Yes",NA,"$36,000.00","Protect/improve/provide habitat for fish/shellfish","Restoration","Ecosphere Restoration Institute","Florida Department of Environmental Protection","Florida Department of Environmental Protection","Southwest Florida Water Management District",NA,NA,NA,NA,NA,NA,NA,"Seagrasses",NA,NA,1,NA,27.6497,-82.53477,NA,NA,"Estuarine","Restoration","Thomas Ries","Rock Ponds Western Sector Unvegetated Area","Nikki Jackson","Rock Ponds Western Sector 1B - Underwater Planting of SAV","Thomas Ries","Post SAV (Shoal Grass) Planting Image"
